num_selfish,1//2,2//3,3//4,5//6,7//8,1//1
0.0,0.06679338810593057,0.059928199162877324,0.05799753332157444,0.055467365962957774,0.05458700920692959,0.051043488740232845
1.0,0.06563680974940363,0.05956715369715056,0.05765193813391757,0.05503075433239343,0.054201232018794905,0.052704321924818984
2.0,0.06557096877578232,0.059697539133685085,0.0571410840407192,0.05511253834825901,0.05463669525004953,0.05432962810335615
3.0,0.06504820598533206,0.059450411934215505,0.05700735327861469,0.05573030250825636,0.0547215098052268,0.05482834316046192
4.0,0.06497454708712419,0.05943990886834054,0.05728536057540028,0.05623801296641126,0.05600129211430615,0.05663336311558563
5.0,0.06580232301044818,0.060153484888029705,0.057880956207626275,0.05668951579542828,0.05588541481423303,0.056619796574488096
6.0,0.06574490750838675,0.06043682831702622,0.05758983780096792,0.0559872615631961,0.05556885426888405,0.05712714884460375
7.0,0.06604293030192018,0.06037689509196456,0.05802669225194014,0.05618412969551958,0.055603473728078015,0.05808501839490278
8.0,0.06668547768662553,0.05990100142733174,0.05820177405930481,0.05636601739338765,0.05657084055412382,0.05908574495193957
9.0,0.0665017084270951,0.060077445692606604,0.057630326994204575,0.05622265595562229,0.056101081309832275,0.059388738437731806
10.0,0.06654085864028852,0.060208034553060064,0.05829271017894091,0.0569101314996436,0.05680631562378848,0.05908362439345733
11.0,0.0660886930384824,0.06006142350510306,0.057370489812360245,0.05609836288727028,0.05641622332295386,0.059737770791400586
12.0,0.06557777764221695,0.059650832191832134,0.057101043361004286,0.05589975918828033,0.056311023469090074,0.059830516361375374
13.0,0.06669004207654407,0.05997768254309536,0.05780363128713453,0.056148828483718244,0.05622328138535648,0.05952254525252875
14.0,0.06708199697707161,0.06049079011361032,0.05834489499242558,0.05709791632104294,0.05733835962729031,0.06069350448069887
15.0,0.06621753347999318,0.06060203867617963,0.05837274803169095,0.05695409814868105,0.057177544396015446,0.060646011978339416
16.0,0.066582880922976,0.059680255933556706,0.05781512036495541,0.056903467657631775,0.0569625102392554,0.06069166502758334
17.0,0.06647111358247347,0.06066207628947411,0.0581294896567721,0.05704655002615835,0.0574276464558469,0.06060395963130049
18.0,0.06663103851456431,0.06076179230026341,0.05807786393134551,0.0570769031858573,0.057312634495434604,0.06111629071777107
19.0,0.0655903536615663,0.05900665333260099,0.057008395756403034,0.05706702330168319,0.057052912410160514,0.060678605334290044
20.0,0.06690231498965561,0.06073666485942263,0.058329990903341296,0.057287156089522215,0.05740156668581267,0.0599273845010886
21.0,0.06666385711901614,0.0604317400007641,0.05826868304623328,0.057427914358217404,0.05699753615651111,0.05968995225362476
22.0,0.06608070266671272,0.059642598559723196,0.057662017531704385,0.05712928886801108,0.0573025006579832,0.05943692262202912
23.0,0.06555222319186849,0.06000828928971686,0.0582378427539419,0.05681842586126209,0.056980969516924766,0.05949663735023683
24.0,0.06619623990996634,0.059819125978095654,0.057217914921629205,0.05688588352460071,0.0571304672572254,0.058105328963231874
25.0,0.06599612161185518,0.05984273148220363,0.05760880742967473,0.057210058993895536,0.05695750415641448,0.058049985108328046
26.0,0.06604104551693059,0.06034787003318141,0.058648768203613456,0.05739732277089348,0.057070076216524684,0.05780884467148798
27.0,0.0665210091284366,0.05974978901827832,0.05848804432645114,0.05750177253254406,0.05693579658258282,0.056759195833196614
28.0,0.06614978551297307,0.0602426595429093,0.05775979930229625,0.05698140369486086,0.05701406647817394,0.05540933242164123
29.0,0.06619541414845465,0.0594036328447976,0.0578106208043797,0.056812950655076994,0.056564242656953666,0.05472158642804611
30.0,0.06680172263508405,0.05964222533997496,0.05807645187531899,0.0567804273116412,0.056763161686541615,0.05361211711833615
