num_selfish,1//2,2//3,3//4,5//6,7//8,1//1
0.0,0.06679338810593057,0.059928199162877324,0.05799753332157444,0.055467365962957774,0.05458700920692959,0.051043488740232845
1.0,0.0656647587755754,0.05950302534327561,0.057535078556707066,0.05489859619868673,0.05403538494618716,0.052704321924818984
2.0,0.06574572173147541,0.05971543533561261,0.05722541038524211,0.05532787966682658,0.05478376479476843,0.05432962810335615
3.0,0.06527567074583862,0.05972515642031374,0.05716509057771253,0.055944276339993174,0.05488032416994364,0.05482834316046192
4.0,0.06507558370202618,0.05953037175691204,0.057278398174964266,0.05583044008248529,0.055800642533672645,0.05663336311558563
5.0,0.06587605911495048,0.06035143681464891,0.058142149142861026,0.05658231196056485,0.055787118372054544,0.056619796574488096
6.0,0.06542679132054582,0.06034071642933916,0.057491134082133084,0.05573645634821634,0.05532242775856199,0.05712714884460375
7.0,0.06598469157275949,0.0602480056202537,0.057763892058296865,0.05574697950178428,0.05537928910311287,0.05808501839490278
8.0,0.06701944338458174,0.060057447237598025,0.05826071821672569,0.05653702131769897,0.05661544419901856,0.05908574495193957
9.0,0.06647573046815,0.06007172044447965,0.057882714525703496,0.055933918549699625,0.05598087753746798,0.059388738437731806
10.0,0.06643929326060669,0.059925476270703326,0.05806152902839635,0.05677679459462681,0.056653916110195435,0.05908362439345733
11.0,0.06622913441850635,0.06008494196572967,0.05743943175060128,0.056224632679387015,0.05614340841301697,0.059737770791400586
12.0,0.06587841549068069,0.05959366324929141,0.05706579957862814,0.05561119866125576,0.05598861856253334,0.059830516361375374
13.0,0.06660871431789017,0.059793950928641315,0.05755901561899667,0.055959110412906146,0.056112254789072155,0.05952254525252875
14.0,0.06720457719917336,0.06030880160602692,0.05798974079096836,0.05697761543681945,0.057003787761708585,0.06069350448069887
15.0,0.06620106839882355,0.060562571102140715,0.057971331289915655,0.05685268857160391,0.057027342238405936,0.060646011978339416
16.0,0.06654255683535927,0.05956957184157814,0.05730069905342517,0.05667852860264154,0.05673238281903936,0.06069166502758334
17.0,0.06648598370786854,0.06044308457257344,0.057768731348647115,0.05689384650361582,0.05737123586668224,0.06060395963130049
18.0,0.06642923003663619,0.06034765049189562,0.0577892025744725,0.05662523506109774,0.05709748263498423,0.06111629071777107
19.0,0.06533207771866668,0.05882518670823855,0.05671241293383731,0.056335362307387636,0.05660582497360227,0.060678605334290044
20.0,0.06687073417055364,0.060521765203985424,0.058043780192557286,0.05686078291637733,0.05707124765353279,0.0599273845010886
21.0,0.06651167025588835,0.059981628475521215,0.05808282280873187,0.057094873863265026,0.05683686579968492,0.05968995225362476
22.0,0.06603695225331262,0.058932549991875076,0.05704061587312955,0.05666583571865649,0.056934478459750096,0.05943692262202912
23.0,0.06570170523972069,0.059920806280477655,0.05794280289941786,0.05698614341271135,0.0569623808340472,0.05949663735023683
24.0,0.06603182483612821,0.05936719327510554,0.0566295928563742,0.056587435122837815,0.05666063397760629,0.058105328963231874
25.0,0.06600327961012187,0.05956459875750456,0.05720080748763712,0.05660878040906676,0.05679257384239919,0.058049985108328046
26.0,0.06585060106913312,0.06004792002450982,0.05838157825776883,0.0571246033949585,0.05694688814858087,0.05780884467148798
27.0,0.06623166737578284,0.05922648604015661,0.057641006927082364,0.056975457271294695,0.05649188193247263,0.056759195833196614
28.0,0.06614142022021355,0.059807972707323354,0.05725064892802761,0.05651232927721199,0.0563747850340803,0.05540933242164123
29.0,0.06621392103881127,0.059590050523658226,0.05769672824558621,0.056530535873531344,0.056364865464275535,0.05472158642804611
30.0,0.06636052388968226,0.05949336643748617,0.057508737331704196,0.05610025511405796,0.056154860090923416,0.05361211711833615
