Date,Time,Team1,Score1,Team2,Score2,Label,OT,Attendance,Misc
Mon Jan 2 2023,7:00p,New Orleans Pelicans,111,Philadelphia 76ers,120,Box Score,,20531,
Mon Jan 2 2023,7:30p,San Antonio Spurs,103,Brooklyn Nets,139,Box Score,,18224,
Mon Jan 2 2023,8:00p,Dallas Mavericks,111,Houston Rockets,106,Box Score,,18055,
Mon Jan 2 2023,8:00p,Denver Nuggets,111,Minnesota Timberwolves,124,Box Score,,15962,
Mon Jan 2 2023,10:00p,Atlanta Hawks,141,Golden State Warriors,143,Box Score,2OT,18064,
Mon Jan 2 2023,10:00p,Detroit Pistons,106,Portland Trail Blazers,135,Box Score,,19393,
Mon Jan 2 2023,10:30p,Miami Heat,110,Los Angeles Clippers,100,Box Score,,19068,
Tue Jan 3 2023,8:00p,Washington Wizards,113,Milwaukee Bucks,123,Box Score,,17341,
Tue Jan 3 2023,8:00p,Boston Celtics,117,Oklahoma City Thunder,150,Box Score,,16778,
Tue Jan 3 2023,9:00p,Sacramento Kings,117,Utah Jazz,115,Box Score,,18206,
Wed Jan 4 2023,7:00p,Memphis Grizzlies,131,Charlotte Hornets,107,Box Score,,19249,
Wed Jan 4 2023,7:00p,Phoenix Suns,88,Cleveland Cavaliers,90,Box Score,,19432,
Wed Jan 4 2023,7:00p,Oklahoma City Thunder,115,Orlando Magic,126,Box Score,,18925,
Wed Jan 4 2023,7:00p,Indiana Pacers,126,Philadelphia 76ers,129,Box Score,OT,20033,
Wed Jan 4 2023,7:30p,San Antonio Spurs,114,New York Knicks,117,Box Score,,19812,
Wed Jan 4 2023,7:30p,Milwaukee Bucks,104,Toronto Raptors,101,Box Score,OT,19800,
Wed Jan 4 2023,8:00p,Brooklyn Nets,112,Chicago Bulls,121,Box Score,,21418,
Wed Jan 4 2023,8:00p,Portland Trail Blazers,106,Minnesota Timberwolves,113,Box Score,,15434,
Wed Jan 4 2023,8:00p,Houston Rockets,108,New Orleans Pelicans,119,Box Score,,17295,
Wed Jan 4 2023,10:00p,Detroit Pistons,122,Golden State Warriors,119,Box Score,,18064,
Wed Jan 4 2023,10:00p,Miami Heat,109,Los Angeles Lakers,112,Box Score,,18997,
Wed Jan 4 2023,10:00p,Atlanta Hawks,120,Sacramento Kings,117,Box Score,,17611,
Thu Jan 5 2023,7:00p,Memphis Grizzlies,123,Orlando Magic,115,Box Score,,19184,
Thu Jan 5 2023,7:30p,Boston Celtics,124,Dallas Mavericks,95,Box Score,,20413,
Thu Jan 5 2023,8:00p,Utah Jazz,131,Houston Rockets,114,Box Score,,16320,
Thu Jan 5 2023,10:00p,Los Angeles Clippers,91,Denver Nuggets,122,Box Score,,19087,
Fri Jan 6 2023,7:00p,Portland Trail Blazers,99,Indiana Pacers,108,Box Score,,16548,
Fri Jan 6 2023,7:00p,Chicago Bulls,126,Philadelphia 76ers,112,Box Score,,20766,
Fri Jan 6 2023,7:30p,Brooklyn Nets,108,New Orleans Pelicans,102,Box Score,,18636,
Fri Jan 6 2023,7:30p,New York Knicks,112,Toronto Raptors,108,Box Score,,19800,
Fri Jan 6 2023,8:00p,Charlotte Hornets,138,Milwaukee Bucks,109,Box Score,,17627,
Fri Jan 6 2023,8:00p,Washington Wizards,110,Oklahoma City Thunder,127,Box Score,,14790,
Fri Jan 6 2023,8:00p,Detroit Pistons,109,San Antonio Spurs,121,Box Score,,13107,
Fri Jan 6 2023,9:00p,Cleveland Cavaliers,108,Denver Nuggets,121,Box Score,,19638,
Fri Jan 6 2023,9:00p,Los Angeles Clippers,115,Minnesota Timberwolves,128,Box Score,,17136,
Fri Jan 6 2023,10:00p,Miami Heat,104,Phoenix Suns,96,Box Score,,17071,
Fri Jan 6 2023,10:30p,Atlanta Hawks,114,Los Angeles Lakers,130,Box Score,,18997,
Sat Jan 7 2023,6:00p,Boston Celtics,121,San Antonio Spurs,116,Box Score,,18354,
Sat Jan 7 2023,8:00p,Utah Jazz,118,Chicago Bulls,126,Box Score,,21694,
Sat Jan 7 2023,8:00p,New Orleans Pelicans,117,Dallas Mavericks,127,Box Score,,20300,
Sat Jan 7 2023,8:30p,Orlando Magic,115,Golden State Warriors,101,Box Score,,18064,
Sat Jan 7 2023,10:00p,Los Angeles Lakers,136,Sacramento Kings,134,Box Score,,17611,
Sun Jan 8 2023,3:00p,Philadelphia 76ers,123,Detroit Pistons,111,Box Score,,18898,
Sun Jan 8 2023,3:30p,Portland Trail Blazers,105,Toronto Raptors,117,Box Score,,19800,
Sun Jan 8 2023,5:00p,Charlotte Hornets,111,Indiana Pacers,116,Box Score,,15805,
Sun Jan 8 2023,6:00p,Utah Jazz,118,Memphis Grizzlies,123,Box Score,,17794,
Sun Jan 8 2023,6:00p,Brooklyn Nets,102,Miami Heat,101,Box Score,,19901,
Sun Jan 8 2023,7:00p,Minnesota Timberwolves,104,Houston Rockets,96,Box Score,,18055,
Sun Jan 8 2023,7:00p,Dallas Mavericks,109,Oklahoma City Thunder,120,Box Score,,16317,
Sun Jan 8 2023,8:00p,Cleveland Cavaliers,112,Phoenix Suns,98,Box Score,,17071,
Sun Jan 8 2023,9:00p,Atlanta Hawks,112,Los Angeles Clippers,108,Box Score,,19068,
Mon Jan 9 2023,7:00p,New Orleans Pelicans,132,Washington Wizards,112,Box Score,,16223,
Mon Jan 9 2023,7:30p,Chicago Bulls,99,Boston Celtics,107,Box Score,,19156,
Mon Jan 9 2023,7:30p,Milwaukee Bucks,111,New York Knicks,107,Box Score,,18167,
Mon Jan 9 2023,8:00p,San Antonio Spurs,113,Memphis Grizzlies,121,Box Score,,16013,
Mon Jan 9 2023,9:00p,Los Angeles Lakers,109,Denver Nuggets,122,Box Score,,19609,
Mon Jan 9 2023,10:00p,Orlando Magic,111,Sacramento Kings,136,Box Score,,16499,
Tue Jan 10 2023,7:00p,Detroit Pistons,116,Philadelphia 76ers,147,Box Score,,20221,
Tue Jan 10 2023,7:30p,Oklahoma City Thunder,111,Miami Heat,112,Box Score,,19600,
Tue Jan 10 2023,7:30p,Charlotte Hornets,120,Toronto Raptors,132,Box Score,,19800,
Tue Jan 10 2023,9:00p,Cleveland Cavaliers,114,Utah Jazz,116,Box Score,,18206,
Tue Jan 10 2023,10:00p,Phoenix Suns,125,Golden State Warriors,113,Box Score,,18064,
Tue Jan 10 2023,10:00p,Orlando Magic,109,Portland Trail Blazers,106,Box Score,,18176,
Tue Jan 10 2023,10:30p,Dallas Mavericks,101,Los Angeles Clippers,113,Box Score,,15828,
Wed Jan 11 2023,7:00p,Minnesota Timberwolves,118,Detroit Pistons,135,Box Score,,15906,
Wed Jan 11 2023,7:00p,Chicago Bulls,97,Washington Wizards,100,Box Score,,17032,
Wed Jan 11 2023,7:30p,Milwaukee Bucks,114,Atlanta Hawks,105,Box Score,,17154,
Wed Jan 11 2023,7:30p,New Orleans Pelicans,114,Boston Celtics,125,Box Score,,19156,
Wed Jan 11 2023,7:30p,Indiana Pacers,113,New York Knicks,119,Box Score,,18249,
Wed Jan 11 2023,8:00p,San Antonio Spurs,129,Memphis Grizzlies,135,Box Score,,16454,
Wed Jan 11 2023,10:00p,Phoenix Suns,97,Denver Nuggets,126,Box Score,,18872,
Wed Jan 11 2023,10:00p,Houston Rockets,115,Sacramento Kings,135,Box Score,,16057,
Thu Jan 12 2023,7:00p,Oklahoma City Thunder,133,Philadelphia 76ers,114,Box Score,,20892,
Thu Jan 12 2023,7:30p,Boston Celtics,109,Brooklyn Nets,98,Box Score,,18125,
Thu Jan 12 2023,7:30p,Milwaukee Bucks,102,Miami Heat,108,Box Score,,19600,
Thu Jan 12 2023,7:30p,Charlotte Hornets,114,Toronto Raptors,124,Box Score,,19800,
Thu Jan 12 2023,10:00p,Dallas Mavericks,119,Los Angeles Lakers,115,Box Score,2OT,18997,
Thu Jan 12 2023,10:00p,Cleveland Cavaliers,119,Portland Trail Blazers,113,Box Score,,18105,
Fri Jan 13 2023,7:00p,New Orleans Pelicans,116,Detroit Pistons,110,Box Score,,18989,
Fri Jan 13 2023,7:00p,Atlanta Hawks,113,Indiana Pacers,111,Box Score,,16071,
Fri Jan 13 2023,7:00p,New York Knicks,112,Washington Wizards,108,Box Score,,20476,
Fri Jan 13 2023,7:30p,Golden State Warriors,144,San Antonio Spurs,113,Box Score,,68323,
Fri Jan 13 2023,8:00p,Oklahoma City Thunder,124,Chicago Bulls,110,Box Score,,21342,
Fri Jan 13 2023,8:00p,Phoenix Suns,116,Minnesota Timberwolves,121,Box Score,,16460,
Fri Jan 13 2023,9:00p,Orlando Magic,108,Utah Jazz,112,Box Score,,18206,
Fri Jan 13 2023,10:00p,Denver Nuggets,115,Los Angeles Clippers,103,Box Score,,16005,
Fri Jan 13 2023,10:00p,Houston Rockets,114,Sacramento Kings,139,Box Score,,17894,
Sat Jan 14 2023,1:00p,Milwaukee Bucks,95,Miami Heat,111,Box Score,,19620,
Sat Jan 14 2023,7:00p,Boston Celtics,122,Charlotte Hornets,106,Box Score,,19608,
Sat Jan 14 2023,7:00p,Memphis Grizzlies,130,Indiana Pacers,112,Box Score,,17274,
Sat Jan 14 2023,7:30p,Atlanta Hawks,114,Toronto Raptors,103,Box Score,,19800,
Sat Jan 14 2023,8:00p,Cleveland Cavaliers,102,Minnesota Timberwolves,110,Box Score,,17136,
Sat Jan 14 2023,9:00p,Philadelphia 76ers,118,Utah Jazz,117,Box Score,,18206,
Sat Jan 14 2023,10:00p,Dallas Mavericks,119,Portland Trail Blazers,136,Box Score,,19393,
Sun Jan 15 2023,1:00p,New York Knicks,117,Detroit Pistons,104,Box Score,,19894,
Sun Jan 15 2023,3:00p,Houston Rockets,100,Los Angeles Clippers,121,Box Score,,17238,
Sun Jan 15 2023,3:30p,Golden State Warriors,118,Chicago Bulls,132,Box Score,,20139,
Sun Jan 15 2023,6:00p,Oklahoma City Thunder,112,Brooklyn Nets,102,Box Score,,18165,
Sun Jan 15 2023,7:00p,Sacramento Kings,132,San Antonio Spurs,119,Box Score,,12339,
Sun Jan 15 2023,8:00p,Orlando Magic,116,Denver Nuggets,119,Box Score,,19641,
Sun Jan 15 2023,9:00p,Dallas Mavericks,123,Portland Trail Blazers,140,Box Score,,19393,
Sun Jan 15 2023,9:30p,Philadelphia 76ers,113,Los Angeles Lakers,112,Box Score,,18020,
Mon Jan 16 2023,1:00p,Boston Celtics,130,Charlotte Hornets,118,Box Score,,19227,
Mon Jan 16 2023,2:30p,Indiana Pacers,119,Milwaukee Bucks,132,Box Score,,17412,
Mon Jan 16 2023,3:00p,New Orleans Pelicans,103,Cleveland Cavaliers,113,Box Score,,19432,
Mon Jan 16 2023,3:00p,Toronto Raptors,123,New York Knicks,121,Box Score,OT,19812,
Mon Jan 16 2023,3:00p,Golden State Warriors,127,Washington Wizards,118,Box Score,,20476,
Mon Jan 16 2023,3:30p,Miami Heat,113,Atlanta Hawks,121,Box Score,,18007,
Mon Jan 16 2023,4:00p,Utah Jazz,126,Minnesota Timberwolves,125,Box Score,,16477,
Mon Jan 16 2023,6:00p,Phoenix Suns,106,Memphis Grizzlies,136,Box Score,,17794,
Mon Jan 16 2023,10:30p,Houston Rockets,132,Los Angeles Lakers,140,Box Score,,17657,
Tue Jan 17 2023,7:30p,Toronto Raptors,122,Milwaukee Bucks,130,Box Score,,17341,
Tue Jan 17 2023,8:00p,Brooklyn Nets,98,San Antonio Spurs,106,Box Score,,13532,
Tue Jan 17 2023,9:00p,Portland Trail Blazers,113,Denver Nuggets,122,Box Score,,18258,
Tue Jan 17 2023,10:00p,Philadelphia 76ers,120,Los Angeles Clippers,110,Box Score,,15155,
Wed Jan 18 2023,7:30p,Atlanta Hawks,130,Dallas Mavericks,122,Box Score,,20125,
Wed Jan 18 2023,7:30p,Washington Wizards,116,New York Knicks,105,Box Score,,19164,
Wed Jan 18 2023,8:00p,Charlotte Hornets,122,Houston Rockets,117,Box Score,,15678,
Wed Jan 18 2023,8:00p,Cleveland Cavaliers,114,Memphis Grizzlies,115,Box Score,,16892,
Wed Jan 18 2023,8:00p,Miami Heat,124,New Orleans Pelicans,98,Box Score,,17736,
Wed Jan 18 2023,8:00p,Indiana Pacers,106,Oklahoma City Thunder,126,Box Score,,14748,
Wed Jan 18 2023,9:00p,Los Angeles Clippers,103,Utah Jazz,126,Box Score,,18206,
Wed Jan 18 2023,10:00p,Minnesota Timberwolves,118,Denver Nuggets,122,Box Score,,16112,
Wed Jan 18 2023,10:30p,Sacramento Kings,116,Los Angeles Lakers,111,Box Score,,18142,
Thu Jan 19 2023,3:00p,Chicago Bulls,126,Detroit Pistons,108,Box Score,,15885,
Thu Jan 19 2023,7:30p,Golden State Warriors,118,Boston Celtics,121,Box Score,OT,19156,
Thu Jan 19 2023,8:00p,Toronto Raptors,126,Minnesota Timberwolves,128,Box Score,,16318,
Thu Jan 19 2023,10:00p,Brooklyn Nets,112,Phoenix Suns,117,Box Score,,17071,
Thu Jan 19 2023,10:00p,Philadelphia 76ers,105,Portland Trail Blazers,95,Box Score,,18113,
Fri Jan 20 2023,7:00p,New Orleans Pelicans,110,Orlando Magic,123,Box Score,,19025,
Fri Jan 20 2023,7:30p,New York Knicks,124,Atlanta Hawks,139,Box Score,,17711,
Fri Jan 20 2023,7:30p,Golden State Warriors,120,Cleveland Cavaliers,114,Box Score,,19432,
Fri Jan 20 2023,7:30p,Miami Heat,90,Dallas Mavericks,115,Box Score,,20326,
Fri Jan 20 2023,8:00p,Los Angeles Clippers,131,San Antonio Spurs,126,Box Score,,15190,
Fri Jan 20 2023,9:00p,Indiana Pacers,111,Denver Nuggets,134,Box Score,,19609,
Fri Jan 20 2023,9:00p,Brooklyn Nets,117,Utah Jazz,106,Box Score,,18206,
Fri Jan 20 2023,10:00p,Memphis Grizzlies,121,Los Angeles Lakers,122,Box Score,,18997,
Fri Jan 20 2023,10:00p,Oklahoma City Thunder,113,Sacramento Kings,118,Box Score,,17932,
Sat Jan 21 2023,5:00p,Boston Celtics,106,Toronto Raptors,104,Box Score,,19800,
Sat Jan 21 2023,7:00p,Orlando Magic,118,Washington Wizards,138,Box Score,,18171,
Sat Jan 21 2023,7:30p,Charlotte Hornets,122,Atlanta Hawks,118,Box Score,,17928,
Sat Jan 21 2023,7:30p,Milwaukee Bucks,102,Cleveland Cavaliers,114,Box Score,,19432,
Sat Jan 21 2023,8:00p,Houston Rockets,104,Minnesota Timberwolves,113,Box Score,,17136,
Sat Jan 21 2023,9:00p,Indiana Pacers,107,Phoenix Suns,112,Box Score,,17071,
Sat Jan 21 2023,10:00p,Philadelphia 76ers,129,Sacramento Kings,127,Box Score,,17861,
Sun Jan 22 2023,2:30p,Los Angeles Clippers,112,Dallas Mavericks,98,Box Score,,20026,
Sun Jan 22 2023,3:30p,New Orleans Pelicans,96,Miami Heat,100,Box Score,,19600,
Sun Jan 22 2023,6:00p,New York Knicks,116,Toronto Raptors,125,Box Score,,19261,
Sun Jan 22 2023,8:00p,Oklahoma City Thunder,101,Denver Nuggets,99,Box Score,,19557,
Sun Jan 22 2023,8:00p,Memphis Grizzlies,110,Phoenix Suns,112,Box Score,,17071,
Sun Jan 22 2023,8:30p,Brooklyn Nets,120,Golden State Warriors,116,Box Score,,18064,
Sun Jan 22 2023,9:00p,Los Angeles Lakers,121,Portland Trail Blazers,112,Box Score,,19393,
Mon Jan 23 2023,7:00p,Milwaukee Bucks,150,Detroit Pistons,130,Box Score,,18011,
Mon Jan 23 2023,7:00p,Boston Celtics,98,Orlando Magic,113,Box Score,,19196,
Mon Jan 23 2023,8:00p,Atlanta Hawks,100,Chicago Bulls,111,Box Score,,20938,
Mon Jan 23 2023,8:00p,Minnesota Timberwolves,114,Houston Rockets,119,Box Score,,13811,
Mon Jan 23 2023,9:00p,Charlotte Hornets,102,Utah Jazz,120,Box Score,,18206,
Mon Jan 23 2023,10:00p,San Antonio Spurs,127,Portland Trail Blazers,147,Box Score,,17874,
Mon Jan 23 2023,10:30p,Memphis Grizzlies,100,Sacramento Kings,133,Box Score,,17821,
Tue Jan 24 2023,7:00p,Chicago Bulls,110,Indiana Pacers,116,Box Score,,16102,
Tue Jan 24 2023,7:30p,Boston Celtics,95,Miami Heat,98,Box Score,,19705,
Tue Jan 24 2023,7:30p,Cleveland Cavaliers,103,New York Knicks,105,Box Score,,19812,
Tue Jan 24 2023,8:00p,Denver Nuggets,99,New Orleans Pelicans,98,Box Score,,14699,
Tue Jan 24 2023,8:30p,Washington Wizards,127,Dallas Mavericks,126,Box Score,,20077,
Tue Jan 24 2023,9:00p,Charlotte Hornets,97,Phoenix Suns,128,Box Score,,17071,
Tue Jan 24 2023,10:00p,Los Angeles Clippers,133,Los Angeles Lakers,115,Box Score,,17604,
Wed Jan 25 2023,7:00p,Indiana Pacers,120,Orlando Magic,126,Box Score,,18846,
Wed Jan 25 2023,7:30p,Brooklyn Nets,133,Philadelphia 76ers,137,Box Score,,19772,
Wed Jan 25 2023,8:00p,Washington Wizards,108,Houston Rockets,103,Box Score,,15302,
Wed Jan 25 2023,8:00p,Denver Nuggets,99,Milwaukee Bucks,107,Box Score,,17352,
Wed Jan 25 2023,8:00p,Minnesota Timberwolves,111,New Orleans Pelicans,102,Box Score,,14887,
Wed Jan 25 2023,8:00p,Atlanta Hawks,137,Oklahoma City Thunder,132,Box Score,,15079,
Wed Jan 25 2023,10:00p,Memphis Grizzlies,120,Golden State Warriors,122,Box Score,,18064,
Wed Jan 25 2023,10:00p,Utah Jazz,124,Portland Trail Blazers,134,Box Score,,18154,
Wed Jan 25 2023,10:00p,Toronto Raptors,113,Sacramento Kings,95,Box Score,,17767,
Wed Jan 25 2023,10:30p,San Antonio Spurs,104,Los Angeles Lakers,113,Box Score,,17955,
Thu Jan 26 2023,7:30p,New York Knicks,120,Boston Celtics,117,Box Score,OT,19156,
Thu Jan 26 2023,7:30p,Detroit Pistons,130,Brooklyn Nets,122,Box Score,,17732,
Thu Jan 26 2023,7:30p,Chicago Bulls,96,Charlotte Hornets,111,Box Score,,17697,
Thu Jan 26 2023,8:00p,Cleveland Cavaliers,113,Houston Rockets,95,Box Score,,16327,
Thu Jan 26 2023,10:00p,Dallas Mavericks,99,Phoenix Suns,95,Box Score,,17071,
Thu Jan 26 2023,10:30p,San Antonio Spurs,100,Los Angeles Clippers,138,Box Score,,16958,
Fri Jan 27 2023,7:00p,Milwaukee Bucks,141,Indiana Pacers,131,Box Score,,16090,
Fri Jan 27 2023,7:30p,Memphis Grizzlies,100,Minnesota Timberwolves,111,Box Score,,17136,
Fri Jan 27 2023,8:00p,Orlando Magic,105,Miami Heat,110,Box Score,,19788,
Fri Jan 27 2023,8:00p,Cleveland Cavaliers,100,Oklahoma City Thunder,112,Box Score,,16236,
Fri Jan 27 2023,10:00p,Toronto Raptors,117,Golden State Warriors,129,Box Score,,18064,
Sat Jan 28 2023,3:00p,Denver Nuggets,119,Philadelphia 76ers,126,Box Score,,21255,
Sat Jan 28 2023,5:30p,New York Knicks,115,Brooklyn Nets,122,Box Score,,18100,
Sat Jan 28 2023,7:00p,Houston Rockets,117,Detroit Pistons,114,Box Score,,19411,
Sat Jan 28 2023,7:00p,Chicago Bulls,128,Orlando Magic,109,Box Score,,18846,
Sat Jan 28 2023,7:30p,Los Angeles Clippers,120,Atlanta Hawks,113,Box Score,,18448,
Sat Jan 28 2023,8:00p,Sacramento Kings,110,Minnesota Timberwolves,117,Box Score,,17136,
Sat Jan 28 2023,8:00p,Washington Wizards,113,New Orleans Pelicans,103,Box Score,,17692,
Sat Jan 28 2023,8:00p,Phoenix Suns,128,San Antonio Spurs,118,Box Score,OT,18354,
Sat Jan 28 2023,8:30p,Los Angeles Lakers,121,Boston Celtics,125,Box Score,OT,19156,
Sat Jan 28 2023,9:00p,Dallas Mavericks,100,Utah Jazz,108,Box Score,,18206,
Sat Jan 28 2023,10:00p,Toronto Raptors,123,Portland Trail Blazers,105,Box Score,,19393,
Sun Jan 29 2023,1:00p,Miami Heat,117,Charlotte Hornets,122,Box Score,,19254,
Sun Jan 29 2023,6:00p,Indiana Pacers,100,Memphis Grizzlies,112,Box Score,,17794,
Sun Jan 29 2023,7:00p,Los Angeles Clippers,99,Cleveland Cavaliers,122,Box Score,,19432,
Sun Jan 29 2023,8:00p,New Orleans Pelicans,110,Milwaukee Bucks,135,Box Score,,17341,
Mon Jan 30 2023,7:00p,Orlando Magic,119,Philadelphia 76ers,109,Box Score,,19812,
Mon Jan 30 2023,7:30p,Los Angeles Lakers,104,Brooklyn Nets,121,Box Score,,17924,
Mon Jan 30 2023,8:00p,Sacramento Kings,118,Minnesota Timberwolves,111,Box Score,OT,15342,
Mon Jan 30 2023,8:00p,Golden State Warriors,128,Oklahoma City Thunder,120,Box Score,,16854,
Mon Jan 30 2023,8:00p,Washington Wizards,127,San Antonio Spurs,106,Box Score,,11970,
Mon Jan 30 2023,8:30p,Detroit Pistons,105,Dallas Mavericks,111,Box Score,,19777,
Mon Jan 30 2023,9:00p,Toronto Raptors,106,Phoenix Suns,114,Box Score,,17071,
Mon Jan 30 2023,10:00p,Atlanta Hawks,125,Portland Trail Blazers,129,Box Score,,18262,
Tue Jan 31 2023,7:00p,Miami Heat,100,Cleveland Cavaliers,97,Box Score,,19432,
Tue Jan 31 2023,7:30p,Los Angeles Lakers,129,New York Knicks,123,Box Score,OT,19812,
Tue Jan 31 2023,8:00p,Los Angeles Clippers,108,Chicago Bulls,103,Box Score,,20068,
Tue Jan 31 2023,8:00p,Charlotte Hornets,115,Milwaukee Bucks,124,Box Score,,17341,
Tue Jan 31 2023,10:00p,New Orleans Pelicans,113,Denver Nuggets,122,Box Score,,18868,
Wed Feb 1 2023,7:00p,Portland Trail Blazers,122,Memphis Grizzlies,112,Box Score,,14589,
Wed Feb 1 2023,7:00p,Orlando Magic,94,Philadelphia 76ers,105,Box Score,,20885,
Wed Feb 1 2023,7:30p,Brooklyn Nets,96,Boston Celtics,139,Box Score,,19156,
Wed Feb 1 2023,8:00p,Oklahoma City Thunder,106,Houston Rockets,112,Box Score,,15181,
Wed Feb 1 2023,8:00p,Golden State Warriors,114,Minnesota Timberwolves,119,Box Score,OT,17136,
Wed Feb 1 2023,8:00p,Sacramento Kings,119,San Antonio Spurs,109,Box Score,,13207,
Wed Feb 1 2023,9:00p,Toronto Raptors,128,Utah Jazz,131,Box Score,,18206,
Wed Feb 1 2023,10:00p,Atlanta Hawks,132,Phoenix Suns,100,Box Score,,17071,
Thu Feb 2 2023,7:00p,Los Angeles Lakers,112,Indiana Pacers,111,Box Score,,17274,
Thu Feb 2 2023,7:30p,Memphis Grizzlies,113,Cleveland Cavaliers,128,Box Score,,19432,
Thu Feb 2 2023,7:30p,Miami Heat,104,New York Knicks,106,Box Score,,19044,
Thu Feb 2 2023,8:00p,Charlotte Hornets,98,Chicago Bulls,114,Box Score,,20072,
Thu Feb 2 2023,8:30p,New Orleans Pelicans,106,Dallas Mavericks,111,Box Score,,19670,
Thu Feb 2 2023,9:00p,Golden State Warriors,117,Denver Nuggets,134,Box Score,,19555,
Thu Feb 2 2023,10:00p,Los Angeles Clippers,105,Milwaukee Bucks,106,Box Score,,17341,
Fri Feb 3 2023,7:00p,Charlotte Hornets,112,Detroit Pistons,118,Box Score,,18007,
Fri Feb 3 2023,7:00p,Sacramento Kings,104,Indiana Pacers,107,Box Score,,17274,
Fri Feb 3 2023,7:00p,Portland Trail Blazers,124,Washington Wizards,116,Box Score,,20476,
Fri Feb 3 2023,7:30p,Phoenix Suns,106,Boston Celtics,94,Box Score,,19156,
Fri Feb 3 2023,8:00p,Toronto Raptors,117,Houston Rockets,111,Box Score,,16585,
Fri Feb 3 2023,8:00p,Orlando Magic,127,Minnesota Timberwolves,120,Box Score,,17136,
Fri Feb 3 2023,8:00p,Philadelphia 76ers,137,San Antonio Spurs,125,Box Score,,15252,
Fri Feb 3 2023,9:00p,Atlanta Hawks,115,Utah Jazz,108,Box Score,,18206,
Sat Feb 4 2023,6:00p,Washington Wizards,123,Brooklyn Nets,125,Box Score,,17732,
Sat Feb 4 2023,6:00p,Los Angeles Lakers,126,New Orleans Pelicans,131,Box Score,,18886,
Sat Feb 4 2023,7:00p,Phoenix Suns,116,Detroit Pistons,100,Box Score,,19788,
Sat Feb 4 2023,7:00p,Los Angeles Clippers,134,New York Knicks,128,Box Score,OT,19812,
Sat Feb 4 2023,8:00p,Portland Trail Blazers,121,Chicago Bulls,129,Box Score,,20135,
Sat Feb 4 2023,8:00p,Miami Heat,115,Milwaukee Bucks,123,Box Score,,18008,
Sat Feb 4 2023,8:00p,Houston Rockets,121,Oklahoma City Thunder,153,Box Score,,16994,
Sat Feb 4 2023,8:30p,Dallas Mavericks,113,Golden State Warriors,119,Box Score,,18064,
Sat Feb 4 2023,9:00p,Atlanta Hawks,108,Denver Nuggets,128,Box Score,,19630,
Sun Feb 5 2023,1:00p,Orlando Magic,119,Charlotte Hornets,113,Box Score,,18510,
Sun Feb 5 2023,5:00p,Cleveland Cavaliers,122,Indiana Pacers,103,Box Score,,17274,
Sun Feb 5 2023,6:00p,Toronto Raptors,106,Memphis Grizzlies,103,Box Score,,17794,
Sun Feb 5 2023,6:00p,Philadelphia 76ers,97,New York Knicks,108,Box Score,,17586,
Sun Feb 5 2023,7:00p,Denver Nuggets,98,Minnesota Timberwolves,128,Box Score,,17136,
Sun Feb 5 2023,7:00p,Sacramento Kings,104,New Orleans Pelicans,136,Box Score,,17779,
Mon Feb 6 2023,7:00p,Boston Celtics,111,Detroit Pistons,99,Box Score,,17933,
Mon Feb 6 2023,7:00p,Cleveland Cavaliers,114,Washington Wizards,91,Box Score,,16744,
Mon Feb 6 2023,7:30p,Los Angeles Clippers,124,Brooklyn Nets,116,Box Score,,16981,
Mon Feb 6 2023,8:00p,San Antonio Spurs,104,Chicago Bulls,128,Box Score,,19291,
Mon Feb 6 2023,8:00p,Sacramento Kings,140,Houston Rockets,120,Box Score,,15405,
Mon Feb 6 2023,9:00p,Dallas Mavericks,124,Utah Jazz,111,Box Score,,18206,
Mon Feb 6 2023,10:00p,Oklahoma City Thunder,114,Golden State Warriors,141,Box Score,,18064,
Mon Feb 6 2023,10:00p,Milwaukee Bucks,127,Portland Trail Blazers,108,Box Score,,18110,
Tue Feb 7 2023,7:00p,New York Knicks,102,Orlando Magic,98,Box Score,,19438,
Tue Feb 7 2023,7:30p,Phoenix Suns,116,Brooklyn Nets,112,Box Score,,17093,
Tue Feb 7 2023,7:30p,Atlanta Hawks,107,New Orleans Pelicans,116,Box Score,,16669,
Tue Feb 7 2023,8:00p,Chicago Bulls,89,Memphis Grizzlies,104,Box Score,,17012,
Tue Feb 7 2023,9:00p,Minnesota Timberwolves,112,Denver Nuggets,146,Box Score,,18307,
Tue Feb 7 2023,10:00p,Oklahoma City Thunder,133,Los Angeles Lakers,130,Box Score,,18997,
Wed Feb 8 2023,7:00p,Detroit Pistons,85,Cleveland Cavaliers,113,Box Score,,19432,
Wed Feb 8 2023,7:00p,Charlotte Hornets,104,Washington Wizards,118,Box Score,,16097,
Wed Feb 8 2023,7:30p,Philadelphia 76ers,99,Boston Celtics,106,Box Score,,19156,
Wed Feb 8 2023,7:30p,Indiana Pacers,111,Miami Heat,116,Box Score,,19600,
Wed Feb 8 2023,7:30p,San Antonio Spurs,98,Toronto Raptors,112,Box Score,,19800,
Wed Feb 8 2023,8:00p,Sacramento Kings,130,Houston Rockets,128,Box Score,,15881,
Wed Feb 8 2023,9:00p,Minnesota Timberwolves,143,Utah Jazz,118,Box Score,,18206,
Wed Feb 8 2023,10:00p,Dallas Mavericks,110,Los Angeles Clippers,104,Box Score,,18377,
Wed Feb 8 2023,10:00p,Golden State Warriors,122,Portland Trail Blazers,125,Box Score,,18450,
