Date,Time,Team1,Score1,Team2,Score2,Label,OT,Attendance,Misc
Fri Nov 25 2022,8:00p,Brooklyn Nets,117,Indiana Pacers,128,Box Score,,15404,
Fri Nov 25 2022,8:00p,New Orleans Pelicans,111,Memphis Grizzlies,132,Box Score,,17794,
Fri Nov 25 2022,8:00p,Washington Wizards,107,Miami Heat,110,Box Score,,19600,
Fri Nov 25 2022,8:00p,Cleveland Cavaliers,102,Milwaukee Bucks,117,Box Score,,17447,
Fri Nov 25 2022,8:00p,Chicago Bulls,119,Oklahoma City Thunder,123,Box Score,OT,16082,
Fri Nov 25 2022,8:00p,Los Angeles Lakers,105,San Antonio Spurs,94,Box Score,,18354,
Fri Nov 25 2022,9:00p,Detroit Pistons,102,Phoenix Suns,108,Box Score,,17071,
Fri Nov 25 2022,10:00p,Utah Jazz,118,Golden State Warriors,129,Box Score,,18064,
Fri Nov 25 2022,10:30p,Denver Nuggets,114,Los Angeles Clippers,104,Box Score,,16559,
Sat Nov 26 2022,5:00p,Dallas Mavericks,100,Toronto Raptors,105,Box Score,,19800,
Sat Nov 26 2022,8:00p,Oklahoma City Thunder,105,Houston Rockets,118,Box Score,,15151,
Sat Nov 26 2022,8:00p,Los Angeles Lakers,143,San Antonio Spurs,138,Box Score,,18354,
Sat Nov 26 2022,9:00p,Utah Jazz,112,Phoenix Suns,113,Box Score,,17071,
Sun Nov 27 2022,3:00p,Portland Trail Blazers,97,Brooklyn Nets,111,Box Score,,17732,
Sun Nov 27 2022,3:30p,Golden State Warriors,137,Minnesota Timberwolves,114,Box Score,,17136,
Sun Nov 27 2022,4:00p,Indiana Pacers,100,Los Angeles Clippers,114,Box Score,,16805,
Sun Nov 27 2022,5:00p,Miami Heat,106,Atlanta Hawks,98,Box Score,,17268,
Sun Nov 27 2022,6:00p,Washington Wizards,121,Boston Celtics,130,Box Score,,19156,
Sun Nov 27 2022,6:00p,Cleveland Cavaliers,102,Detroit Pistons,94,Box Score,,18240,
Sun Nov 27 2022,6:00p,Memphis Grizzlies,127,New York Knicks,123,Box Score,,19524,
Sun Nov 27 2022,6:00p,Philadelphia 76ers,133,Orlando Magic,103,Box Score,,16218,
Sun Nov 27 2022,8:00p,Dallas Mavericks,115,Milwaukee Bucks,124,Box Score,,17341,
Mon Nov 28 2022,7:00p,Atlanta Hawks,101,Philadelphia 76ers,104,Box Score,,19778,
Mon Nov 28 2022,7:00p,Minnesota Timberwolves,127,Washington Wizards,142,Box Score,,13515,
Mon Nov 28 2022,7:30p,Charlotte Hornets,105,Boston Celtics,140,Box Score,,19156,
Mon Nov 28 2022,7:30p,Orlando Magic,102,Brooklyn Nets,109,Box Score,,15704,
Mon Nov 28 2022,7:30p,Cleveland Cavaliers,88,Toronto Raptors,100,Box Score,,19800,
Mon Nov 28 2022,8:00p,Oklahoma City Thunder,101,New Orleans Pelicans,105,Box Score,,13109,
Mon Nov 28 2022,9:00p,Houston Rockets,113,Denver Nuggets,129,Box Score,,16027,
Mon Nov 28 2022,9:00p,Chicago Bulls,114,Utah Jazz,107,Box Score,,18206,
Mon Nov 28 2022,10:00p,Phoenix Suns,122,Sacramento Kings,117,Box Score,,16407,
Mon Nov 28 2022,10:30p,Indiana Pacers,116,Los Angeles Lakers,115,Box Score,,16034,
Tue Nov 29 2022,7:00p,New York Knicks,140,Detroit Pistons,110,Box Score,,14864,
Tue Nov 29 2022,7:30p,Golden State Warriors,113,Dallas Mavericks,116,Box Score,,20277,
Tue Nov 29 2022,10:00p,Los Angeles Clippers,118,Portland Trail Blazers,112,Box Score,,17251,
Wed Nov 30 2022,7:00p,Philadelphia 76ers,85,Cleveland Cavaliers,113,Box Score,,19432,
Wed Nov 30 2022,7:00p,Atlanta Hawks,125,Orlando Magic,108,Box Score,,15344,
Wed Nov 30 2022,7:30p,Miami Heat,121,Boston Celtics,134,Box Score,,19156,
Wed Nov 30 2022,7:30p,Washington Wizards,107,Brooklyn Nets,113,Box Score,,15963,
Wed Nov 30 2022,7:30p,Milwaukee Bucks,109,New York Knicks,103,Box Score,,17277,
Wed Nov 30 2022,8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,109,Box Score,,15980,
Wed Nov 30 2022,8:00p,Toronto Raptors,108,New Orleans Pelicans,126,Box Score,,14845,
Wed Nov 30 2022,8:00p,San Antonio Spurs,111,Oklahoma City Thunder,119,Box Score,,15605,
Wed Nov 30 2022,9:00p,Houston Rockets,100,Denver Nuggets,120,Box Score,,16286,
Wed Nov 30 2022,9:00p,Chicago Bulls,113,Phoenix Suns,132,Box Score,,17071,
Wed Nov 30 2022,9:00p,Los Angeles Clippers,112,Utah Jazz,125,Box Score,,18206,
Wed Nov 30 2022,10:00p,Indiana Pacers,114,Sacramento Kings,137,Box Score,,17611,
Wed Nov 30 2022,10:30p,Portland Trail Blazers,109,Los Angeles Lakers,128,Box Score,,18560,
Thu Dec 1 2022,7:00p,Dallas Mavericks,125,Detroit Pistons,131,Box Score,OT,18106,
Fri Dec 2 2022,7:00p,Washington Wizards,116,Charlotte Hornets,117,Box Score,,15231,
Fri Dec 2 2022,7:30p,Denver Nuggets,109,Atlanta Hawks,117,Box Score,,16974,
Fri Dec 2 2022,7:30p,Miami Heat,120,Boston Celtics,116,Box Score,OT,19156,
Fri Dec 2 2022,7:30p,Toronto Raptors,105,Brooklyn Nets,114,Box Score,,17732,
Fri Dec 2 2022,7:30p,Orlando Magic,96,Cleveland Cavaliers,107,Box Score,,19432,
Fri Dec 2 2022,7:30p,Los Angeles Lakers,133,Milwaukee Bucks,129,Box Score,,17938,
Fri Dec 2 2022,8:00p,Philadelphia 76ers,109,Memphis Grizzlies,117,Box Score,,17022,
Fri Dec 2 2022,8:00p,New Orleans Pelicans,117,San Antonio Spurs,99,Box Score,,17202,
Fri Dec 2 2022,9:00p,Houston Rockets,122,Phoenix Suns,121,Box Score,,17071,
Fri Dec 2 2022,9:00p,Indiana Pacers,119,Utah Jazz,139,Box Score,,18206,
Fri Dec 2 2022,10:00p,Chicago Bulls,111,Golden State Warriors,119,Box Score,,18064,
Sat Dec 3 2022,12:30p,Dallas Mavericks,121,New York Knicks,100,Box Score,,18319,
Sat Dec 3 2022,4:00p,Sacramento Kings,123,Los Angeles Clippers,96,Box Score,,16587,
Sat Dec 3 2022,6:00p,Milwaukee Bucks,105,Charlotte Hornets,96,Box Score,,18128,
Sat Dec 3 2022,8:00p,Oklahoma City Thunder,135,Minnesota Timberwolves,128,Box Score,,17136,
Sat Dec 3 2022,8:00p,Orlando Magic,108,Toronto Raptors,121,Box Score,,19800,
Sat Dec 3 2022,8:30p,Houston Rockets,101,Golden State Warriors,120,Box Score,,18064,
Sat Dec 3 2022,9:00p,Portland Trail Blazers,116,Utah Jazz,111,Box Score,,18206,
Sun Dec 4 2022,3:30p,Denver Nuggets,106,New Orleans Pelicans,121,Box Score,,15658,
Sun Dec 4 2022,4:00p,Phoenix Suns,133,San Antonio Spurs,95,Box Score,,16409,
Sun Dec 4 2022,6:00p,Boston Celtics,103,Brooklyn Nets,92,Box Score,,18043,
Sun Dec 4 2022,6:00p,Memphis Grizzlies,122,Detroit Pistons,112,Box Score,,20088,
Sun Dec 4 2022,6:00p,Cleveland Cavaliers,81,New York Knicks,92,Box Score,,19007,
Sun Dec 4 2022,6:00p,Chicago Bulls,101,Sacramento Kings,110,Box Score,,17611,
Sun Dec 4 2022,6:00p,Los Angeles Lakers,130,Washington Wizards,119,Box Score,,19647,
Sun Dec 4 2022,9:00p,Indiana Pacers,100,Portland Trail Blazers,116,Box Score,,17479,
Mon Dec 5 2022,7:00p,Los Angeles Clippers,119,Charlotte Hornets,117,Box Score,,13945,
Mon Dec 5 2022,7:00p,Milwaukee Bucks,109,Orlando Magic,102,Box Score,,16174,
Mon Dec 5 2022,7:30p,Oklahoma City Thunder,121,Atlanta Hawks,114,Box Score,,16301,
Mon Dec 5 2022,7:30p,Boston Celtics,116,Toronto Raptors,110,Box Score,,19800,
Mon Dec 5 2022,8:00p,Philadelphia 76ers,123,Houston Rockets,132,Box Score,2OT,15331,
Mon Dec 5 2022,8:00p,Miami Heat,93,Memphis Grizzlies,101,Box Score,,16122,
Mon Dec 5 2022,8:30p,Phoenix Suns,111,Dallas Mavericks,130,Box Score,,20227,
Mon Dec 5 2022,10:00p,Indiana Pacers,112,Golden State Warriors,104,Box Score,,18064,
Tue Dec 6 2022,7:30p,Los Angeles Lakers,102,Cleveland Cavaliers,116,Box Score,,19432,
Tue Dec 6 2022,7:30p,Detroit Pistons,116,Miami Heat,96,Box Score,,19600,
Tue Dec 6 2022,10:00p,Dallas Mavericks,116,Denver Nuggets,115,Box Score,,19520,
Wed Dec 7 2022,7:00p,Los Angeles Clippers,111,Orlando Magic,116,Box Score,OT,14429,
Wed Dec 7 2022,7:30p,Charlotte Hornets,116,Brooklyn Nets,122,Box Score,,16903,
Wed Dec 7 2022,7:30p,Atlanta Hawks,89,New York Knicks,113,Box Score,,18091,
Wed Dec 7 2022,7:30p,Los Angeles Lakers,113,Toronto Raptors,126,Box Score,,19800,
Wed Dec 7 2022,8:00p,Washington Wizards,111,Chicago Bulls,115,Box Score,,19265,
Wed Dec 7 2022,8:00p,Oklahoma City Thunder,102,Memphis Grizzlies,123,Box Score,,15942,
Wed Dec 7 2022,8:00p,Sacramento Kings,113,Milwaukee Bucks,126,Box Score,,17341,
Wed Dec 7 2022,8:00p,Indiana Pacers,115,Minnesota Timberwolves,121,Box Score,,15472,
Wed Dec 7 2022,8:00p,Detroit Pistons,98,New Orleans Pelicans,104,Box Score,,14073,
Wed Dec 7 2022,9:00p,Golden State Warriors,123,Utah Jazz,124,Box Score,,18206,
Wed Dec 7 2022,10:00p,Boston Celtics,125,Phoenix Suns,98,Box Score,,17071,
Thu Dec 8 2022,7:30p,Los Angeles Clippers,110,Miami Heat,115,Box Score,,19600,
Thu Dec 8 2022,8:30p,Houston Rockets,109,San Antonio Spurs,118,Box Score,,13140,
Thu Dec 8 2022,10:00p,Denver Nuggets,121,Portland Trail Blazers,120,Box Score,,18189,
Fri Dec 9 2022,7:00p,New York Knicks,121,Charlotte Hornets,102,Box Score,,17696,
Fri Dec 9 2022,7:00p,Washington Wizards,111,Indiana Pacers,121,Box Score,,15039,
Fri Dec 9 2022,7:00p,Toronto Raptors,109,Orlando Magic,113,Box Score,,17008,
Fri Dec 9 2022,7:30p,Atlanta Hawks,116,Brooklyn Nets,120,Box Score,,18072,
Fri Dec 9 2022,7:30p,Sacramento Kings,106,Cleveland Cavaliers,95,Box Score,,19432,
Fri Dec 9 2022,7:30p,Los Angeles Lakers,122,Philadelphia 76ers,133,Box Score,OT,20852,
Fri Dec 9 2022,8:00p,Detroit Pistons,103,Memphis Grizzlies,114,Box Score,,17103,
Fri Dec 9 2022,8:30p,Phoenix Suns,117,New Orleans Pelicans,128,Box Score,,16381,
Fri Dec 9 2022,9:00p,Minnesota Timberwolves,118,Utah Jazz,108,Box Score,,18206,
Fri Dec 9 2022,10:00p,Milwaukee Bucks,106,Dallas Mavericks,105,Box Score,,20277,
Sat Dec 10 2022,5:00p,San Antonio Spurs,115,Miami Heat,111,Box Score,,19600,
Sat Dec 10 2022,7:00p,Brooklyn Nets,136,Indiana Pacers,133,Box Score,,14280,
Sat Dec 10 2022,7:00p,Los Angeles Clippers,114,Washington Wizards,107,Box Score,,18404,
Sat Dec 10 2022,7:30p,Oklahoma City Thunder,102,Cleveland Cavaliers,110,Box Score,,19432,
Sat Dec 10 2022,8:00p,Dallas Mavericks,115,Chicago Bulls,144,Box Score,,19528,
Sat Dec 10 2022,8:30p,Boston Celtics,107,Golden State Warriors,123,Box Score,,18064,
Sat Dec 10 2022,9:00p,Utah Jazz,110,Denver Nuggets,115,Box Score,,19636,
Sat Dec 10 2022,10:00p,Minnesota Timberwolves,118,Portland Trail Blazers,124,Box Score,,18324,
Sun Dec 11 2022,3:30p,Phoenix Suns,124,New Orleans Pelicans,129,Box Score,OT,18681,
Sun Dec 11 2022,6:00p,Los Angeles Lakers,124,Detroit Pistons,117,Box Score,,20190,
Sun Dec 11 2022,6:00p,Sacramento Kings,99,New York Knicks,112,Box Score,,19812,
Sun Dec 11 2022,6:00p,Toronto Raptors,99,Orlando Magic,111,Box Score,,16891,
Sun Dec 11 2022,6:00p,Charlotte Hornets,113,Philadelphia 76ers,131,Box Score,,19765,
Sun Dec 11 2022,6:30p,Chicago Bulls,122,Atlanta Hawks,123,Box Score,OT,17227,
Sun Dec 11 2022,7:00p,Milwaukee Bucks,92,Houston Rockets,97,Box Score,,16268,
Mon Dec 12 2022,7:00p,Miami Heat,87,Indiana Pacers,82,Box Score,,15309,
Mon Dec 12 2022,7:00p,Brooklyn Nets,112,Washington Wizards,100,Box Score,,16090,
Mon Dec 12 2022,8:00p,Atlanta Hawks,103,Memphis Grizzlies,128,Box Score,,16544,
Mon Dec 12 2022,8:30p,Oklahoma City Thunder,114,Dallas Mavericks,121,Box Score,,19877,
Mon Dec 12 2022,8:30p,Cleveland Cavaliers,111,San Antonio Spurs,112,Box Score,,13434,
Mon Dec 12 2022,10:00p,Minnesota Timberwolves,112,Portland Trail Blazers,133,Box Score,,18021,
Mon Dec 12 2022,10:30p,Boston Celtics,93,Los Angeles Clippers,113,Box Score,,19068,
Tue Dec 13 2022,7:00p,Sacramento Kings,103,Philadelphia 76ers,123,Box Score,,19768,
Tue Dec 13 2022,7:30p,Golden State Warriors,111,Milwaukee Bucks,128,Box Score,,17628,
Tue Dec 13 2022,8:00p,Phoenix Suns,97,Houston Rockets,111,Box Score,,15128,
Tue Dec 13 2022,9:00p,New Orleans Pelicans,100,Utah Jazz,121,Box Score,,18206,
Tue Dec 13 2022,10:00p,Boston Celtics,122,Los Angeles Lakers,118,Box Score,OT,18661,
Wed Dec 14 2022,7:00p,Detroit Pistons,141,Charlotte Hornets,134,Box Score,OT,14303,
Wed Dec 14 2022,7:00p,Golden State Warriors,119,Indiana Pacers,125,Box Score,,15069,
Wed Dec 14 2022,7:00p,Atlanta Hawks,124,Orlando Magic,135,Box Score,,16002,
Wed Dec 14 2022,7:30p,New York Knicks,128,Chicago Bulls,120,Box Score,OT,18820,
Wed Dec 14 2022,7:30p,Sacramento Kings,124,Toronto Raptors,123,Box Score,,19800,
Wed Dec 14 2022,8:00p,Miami Heat,110,Oklahoma City Thunder,108,Box Score,,14783,
Wed Dec 14 2022,8:00p,Portland Trail Blazers,128,San Antonio Spurs,112,Box Score,,13657,
Wed Dec 14 2022,9:00p,Cleveland Cavaliers,105,Dallas Mavericks,90,Box Score,,20093,
Wed Dec 14 2022,9:00p,Washington Wizards,128,Denver Nuggets,141,Box Score,,19550,
Wed Dec 14 2022,10:00p,Minnesota Timberwolves,88,Los Angeles Clippers,99,Box Score,,14063,
Thu Dec 15 2022,8:00p,Miami Heat,111,Houston Rockets,108,Box Score,,16210,
Thu Dec 15 2022,8:00p,Milwaukee Bucks,101,Memphis Grizzlies,142,Box Score,,17794,
Thu Dec 15 2022,9:00p,New Orleans Pelicans,129,Utah Jazz,132,Box Score,OT,18206,
Thu Dec 15 2022,10:30p,Phoenix Suns,111,Los Angeles Clippers,95,Box Score,,15778,
Fri Dec 16 2022,7:00p,Atlanta Hawks,125,Charlotte Hornets,106,Box Score,,17772,
Fri Dec 16 2022,7:00p,Sacramento Kings,122,Detroit Pistons,113,Box Score,,17892,
Fri Dec 16 2022,7:30p,Orlando Magic,117,Boston Celtics,109,Box Score,,19156,
Fri Dec 16 2022,7:30p,Indiana Pacers,112,Cleveland Cavaliers,118,Box Score,,19432,
Fri Dec 16 2022,7:30p,Golden State Warriors,106,Philadelphia 76ers,118,Box Score,,20567,
Fri Dec 16 2022,7:30p,Brooklyn Nets,119,Toronto Raptors,116,Box Score,,19800,
Fri Dec 16 2022,8:00p,New York Knicks,114,Chicago Bulls,91,Box Score,,19661,
Fri Dec 16 2022,8:00p,Minnesota Timberwolves,112,Oklahoma City Thunder,110,Box Score,,14885,
Fri Dec 16 2022,8:30p,Portland Trail Blazers,110,Dallas Mavericks,130,Box Score,,20191,
Fri Dec 16 2022,10:00p,Denver Nuggets,108,Los Angeles Lakers,126,Box Score,,18505,
Sat Dec 17 2022,4:00p,Washington Wizards,93,Los Angeles Clippers,102,Box Score,,15018,
Sat Dec 17 2022,5:00p,Miami Heat,111,San Antonio Spurs,101,Box Score,,20160,
Sat Dec 17 2022,8:00p,Dallas Mavericks,99,Cleveland Cavaliers,100,Box Score,OT,19432,
Sat Dec 17 2022,8:00p,Portland Trail Blazers,107,Houston Rockets,95,Box Score,,16217,
Sat Dec 17 2022,8:00p,Utah Jazz,97,Milwaukee Bucks,123,Box Score,,17587,
Sat Dec 17 2022,8:00p,Memphis Grizzlies,109,Oklahoma City Thunder,115,Box Score,,16895,
Sat Dec 17 2022,9:00p,New Orleans Pelicans,114,Phoenix Suns,118,Box Score,,17071,
Sun Dec 18 2022,3:00p,Orlando Magic,95,Boston Celtics,92,Box Score,,19156,
Sun Dec 18 2022,5:00p,New York Knicks,109,Indiana Pacers,106,Box Score,,14513,
Sun Dec 18 2022,6:00p,Brooklyn Nets,124,Detroit Pistons,121,Box Score,,19488,
Sun Dec 18 2022,6:00p,Golden State Warriors,126,Toronto Raptors,110,Box Score,,19800,
Sun Dec 18 2022,7:00p,Chicago Bulls,126,Minnesota Timberwolves,150,Box Score,,16294,
Sun Dec 18 2022,8:00p,Charlotte Hornets,115,Denver Nuggets,119,Box Score,,19235,
Sun Dec 18 2022,9:30p,Washington Wizards,117,Los Angeles Lakers,119,Box Score,,18153,
Mon Dec 19 2022,7:00p,Utah Jazz,99,Cleveland Cavaliers,122,Box Score,,19432,
Mon Dec 19 2022,7:00p,Toronto Raptors,101,Philadelphia 76ers,104,Box Score,OT,20408,
Mon Dec 19 2022,7:30p,Orlando Magic,125,Atlanta Hawks,126,Box Score,,17809,
Mon Dec 19 2022,8:00p,San Antonio Spurs,124,Houston Rockets,105,Box Score,,15928,
Mon Dec 19 2022,8:00p,Dallas Mavericks,106,Minnesota Timberwolves,116,Box Score,,16627,
Mon Dec 19 2022,8:00p,Milwaukee Bucks,128,New Orleans Pelicans,119,Box Score,,18271,
Mon Dec 19 2022,8:00p,Portland Trail Blazers,121,Oklahoma City Thunder,123,Box Score,,14672,
Mon Dec 19 2022,9:00p,Los Angeles Lakers,104,Phoenix Suns,130,Box Score,,17071,
Mon Dec 19 2022,10:00p,Charlotte Hornets,125,Sacramento Kings,119,Box Score,,17803,
Tue Dec 20 2022,7:00p,Utah Jazz,126,Detroit Pistons,111,Box Score,,15622,
Tue Dec 20 2022,7:30p,Chicago Bulls,113,Miami Heat,103,Box Score,,19969,
Tue Dec 20 2022,7:30p,Golden State Warriors,94,New York Knicks,132,Box Score,,19812,
Tue Dec 20 2022,9:00p,Washington Wizards,113,Phoenix Suns,110,Box Score,,17071,
Tue Dec 20 2022,10:00p,Memphis Grizzlies,91,Denver Nuggets,105,Box Score,,19605,
Wed Dec 21 2022,7:00p,Milwaukee Bucks,106,Cleveland Cavaliers,114,Box Score,,19432,
Wed Dec 21 2022,7:00p,Detroit Pistons,93,Philadelphia 76ers,113,Box Score,,20615,
Wed Dec 21 2022,7:30p,Chicago Bulls,110,Atlanta Hawks,108,Box Score,,17226,
Wed Dec 21 2022,7:30p,Indiana Pacers,117,Boston Celtics,112,Box Score,,19156,
Wed Dec 21 2022,7:30p,Golden State Warriors,113,Brooklyn Nets,143,Box Score,,18026,
Wed Dec 21 2022,7:30p,Toronto Raptors,113,New York Knicks,106,Box Score,,19294,
Wed Dec 21 2022,8:00p,Orlando Magic,116,Houston Rockets,110,Box Score,,15965,
Wed Dec 21 2022,8:00p,Dallas Mavericks,104,Minnesota Timberwolves,99,Box Score,,16164,
Wed Dec 21 2022,8:00p,Portland Trail Blazers,98,Oklahoma City Thunder,101,Box Score,,15107,
Wed Dec 21 2022,10:00p,Los Angeles Lakers,120,Sacramento Kings,134,Box Score,,17611,
Wed Dec 21 2022,10:30p,Charlotte Hornets,105,Los Angeles Clippers,126,Box Score,,19068,
Thu Dec 22 2022,8:00p,San Antonio Spurs,117,New Orleans Pelicans,126,Box Score,,16417,
Thu Dec 22 2022,9:00p,Washington Wizards,112,Utah Jazz,120,Box Score,,18206,
Fri Dec 23 2022,7:00p,San Antonio Spurs,113,Orlando Magic,133,Box Score,,18425,
Fri Dec 23 2022,7:00p,Los Angeles Clippers,114,Philadelphia 76ers,119,Box Score,,19996,
Fri Dec 23 2022,7:30p,Detroit Pistons,105,Atlanta Hawks,130,Box Score,,17028,
Fri Dec 23 2022,7:30p,Minnesota Timberwolves,109,Boston Celtics,121,Box Score,,19156,
Fri Dec 23 2022,7:30p,Milwaukee Bucks,100,Brooklyn Nets,118,Box Score,,18169,
Fri Dec 23 2022,7:30p,Toronto Raptors,118,Cleveland Cavaliers,107,Box Score,,19432,
Fri Dec 23 2022,7:30p,Chicago Bulls,118,New York Knicks,117,Box Score,,19812,
Fri Dec 23 2022,8:00p,Dallas Mavericks,112,Houston Rockets,106,Box Score,,16989,
Fri Dec 23 2022,8:00p,Indiana Pacers,111,Miami Heat,108,Box Score,,19600,
Fri Dec 23 2022,8:00p,New Orleans Pelicans,128,Oklahoma City Thunder,125,Box Score,OT,15214,
Fri Dec 23 2022,9:00p,Portland Trail Blazers,107,Denver Nuggets,120,Box Score,,19619,
Fri Dec 23 2022,10:00p,Memphis Grizzlies,125,Phoenix Suns,100,Box Score,,17071,
Fri Dec 23 2022,10:00p,Washington Wizards,125,Sacramento Kings,111,Box Score,,17894,
Fri Dec 23 2022,10:30p,Charlotte Hornets,134,Los Angeles Lakers,130,Box Score,,18997,
Sun Dec 25 2022,12:00p,Philadelphia 76ers,119,New York Knicks,112,Box Score,,19812,
Sun Dec 25 2022,2:30p,Los Angeles Lakers,115,Dallas Mavericks,124,Box Score,,20441,
Sun Dec 25 2022,5:00p,Milwaukee Bucks,118,Boston Celtics,139,Box Score,,19156,
Sun Dec 25 2022,8:00p,Memphis Grizzlies,109,Golden State Warriors,123,Box Score,,18064,
Sun Dec 25 2022,10:30p,Phoenix Suns,125,Denver Nuggets,128,Box Score,OT,19642,
Mon Dec 26 2022,7:00p,Brooklyn Nets,125,Cleveland Cavaliers,117,Box Score,,19432,
Mon Dec 26 2022,7:00p,Los Angeles Clippers,142,Detroit Pistons,131,Box Score,OT,20190,
Mon Dec 26 2022,7:30p,Minnesota Timberwolves,110,Miami Heat,113,Box Score,,19911,
Mon Dec 26 2022,8:00p,Houston Rockets,133,Chicago Bulls,118,Box Score,,21561,
Mon Dec 26 2022,8:00p,Indiana Pacers,93,New Orleans Pelicans,113,Box Score,,18636,
Mon Dec 26 2022,8:00p,Utah Jazz,122,San Antonio Spurs,126,Box Score,,16351,
Mon Dec 26 2022,10:00p,Charlotte Hornets,113,Portland Trail Blazers,124,Box Score,,19530,
Tue Dec 27 2022,7:00p,Los Angeles Lakers,129,Orlando Magic,110,Box Score,,19482,
Tue Dec 27 2022,7:00p,Philadelphia 76ers,111,Washington Wizards,116,Box Score,,20476,
Tue Dec 27 2022,7:30p,Houston Rockets,102,Boston Celtics,126,Box Score,,19156,
Tue Dec 27 2022,7:30p,Atlanta Hawks,114,Indiana Pacers,129,Box Score,,16738,
Tue Dec 27 2022,7:30p,Los Angeles Clippers,124,Toronto Raptors,113,Box Score,,19800,
Tue Dec 27 2022,8:00p,Phoenix Suns,125,Memphis Grizzlies,108,Box Score,,18239,
Tue Dec 27 2022,8:00p,San Antonio Spurs,114,Oklahoma City Thunder,130,Box Score,,16229,
Tue Dec 27 2022,8:30p,New York Knicks,121,Dallas Mavericks,126,Box Score,OT,20377,
Tue Dec 27 2022,10:00p,Charlotte Hornets,105,Golden State Warriors,110,Box Score,,18064,
Tue Dec 27 2022,10:00p,Denver Nuggets,113,Sacramento Kings,106,Box Score,,17937,
Wed Dec 28 2022,7:00p,Orlando Magic,101,Detroit Pistons,121,Box Score,,20190,
Wed Dec 28 2022,7:00p,Phoenix Suns,102,Washington Wizards,127,Box Score,,20476,
Wed Dec 28 2022,7:30p,Brooklyn Nets,108,Atlanta Hawks,107,Box Score,,18030,
Wed Dec 28 2022,7:30p,Los Angeles Lakers,98,Miami Heat,112,Box Score,,20221,
Wed Dec 28 2022,8:00p,Milwaukee Bucks,113,Chicago Bulls,119,Box Score,OT,21537,
Wed Dec 28 2022,8:00p,Minnesota Timberwolves,118,New Orleans Pelicans,119,Box Score,,18669,
Wed Dec 28 2022,10:00p,Utah Jazz,107,Golden State Warriors,112,Box Score,,18064,
Wed Dec 28 2022,10:00p,Denver Nuggets,126,Sacramento Kings,127,Box Score,,17985,
Thu Dec 29 2022,7:00p,Oklahoma City Thunder,113,Charlotte Hornets,121,Box Score,,19425,
Thu Dec 29 2022,7:00p,Cleveland Cavaliers,126,Indiana Pacers,135,Box Score,,17274,
Thu Dec 29 2022,7:30p,Los Angeles Clippers,110,Boston Celtics,116,Box Score,,19156,
Thu Dec 29 2022,7:30p,Memphis Grizzlies,119,Toronto Raptors,106,Box Score,,19800,
Thu Dec 29 2022,8:00p,New York Knicks,115,San Antonio Spurs,122,Box Score,,18354,
Thu Dec 29 2022,8:30p,Houston Rockets,114,Dallas Mavericks,129,Box Score,,20307,
Fri Dec 30 2022,7:00p,Washington Wizards,119,Orlando Magic,100,Box Score,,19040,
Fri Dec 30 2022,7:30p,Los Angeles Lakers,130,Atlanta Hawks,121,Box Score,,17984,
Fri Dec 30 2022,7:30p,Phoenix Suns,104,Toronto Raptors,113,Box Score,,19800,
Fri Dec 30 2022,8:00p,Detroit Pistons,118,Chicago Bulls,132,Box Score,,21667,
Fri Dec 30 2022,8:00p,Minnesota Timberwolves,114,Milwaukee Bucks,123,Box Score,,18018,
Fri Dec 30 2022,8:30p,Philadelphia 76ers,116,New Orleans Pelicans,127,Box Score,,18656,
Fri Dec 30 2022,9:00p,Miami Heat,119,Denver Nuggets,124,Box Score,,19638,
Fri Dec 30 2022,10:00p,Portland Trail Blazers,112,Golden State Warriors,118,Box Score,,18064,
Fri Dec 30 2022,10:00p,Utah Jazz,125,Sacramento Kings,126,Box Score,,17946,
Sat Dec 31 2022,3:00p,Los Angeles Clippers,130,Indiana Pacers,131,Box Score,,16731,
Sat Dec 31 2022,7:00p,Cleveland Cavaliers,103,Chicago Bulls,102,Box Score,,21524,
Sat Dec 31 2022,7:00p,Brooklyn Nets,123,Charlotte Hornets,106,Box Score,,19386,
Sat Dec 31 2022,7:00p,New York Knicks,108,Houston Rockets,88,Box Score,,18055,
Sat Dec 31 2022,7:00p,Dallas Mavericks,126,San Antonio Spurs,125,Box Score,,18354,
Sat Dec 31 2022,8:00p,New Orleans Pelicans,101,Memphis Grizzlies,116,Box Score,,17951,
Sat Dec 31 2022,8:00p,Detroit Pistons,116,Minnesota Timberwolves,104,Box Score,,16233,
Sat Dec 31 2022,8:00p,Philadelphia 76ers,115,Oklahoma City Thunder,96,Box Score,,17147,
Sat Dec 31 2022,9:00p,Miami Heat,126,Utah Jazz,123,Box Score,,18206,
Sun Jan 1 2023,8:00p,Boston Celtics,111,Denver Nuggets,123,Box Score,,19641,
Sun Jan 1 2023,8:00p,Sacramento Kings,108,Memphis Grizzlies,118,Box Score,,17794,
Sun Jan 1 2023,8:00p,Washington Wizards,118,Milwaukee Bucks,95,Box Score,,17341,
Mon Jan 2 2023,3:00p,Phoenix Suns,83,New York Knicks,102,Box Score,,19812,
Mon Jan 2 2023,7:00p,Los Angeles Lakers,121,Charlotte Hornets,115,Box Score,,19210,
Mon Jan 2 2023,7:00p,Chicago Bulls,134,Cleveland Cavaliers,145,Box Score,OT,19432,
Mon Jan 2 2023,7:00p,Toronto Raptors,114,Indiana Pacers,122,Box Score,,14054,
