26.260000000000012,22.66,50.080000000000005
28.639999999999993,23.639999999999997,44.519999999999996
25.880000000000006,26.360000000000007,45.56000000000002
29.44,24.320000000000014,45.32
27.9,25.64000000000001,45.82
28.579999999999995,25.71999999999999,44.78
28.36,26.800000000000004,44.37999999999998
28.159999999999993,25.619999999999994,47.139999999999986
30.06,27.880000000000003,46.420000000000016
29.500000000000004,24.62,44.38
29.060000000000006,26.7,45.2
27.300000000000008,25.34,46.56000000000001
28.620000000000005,26.28,47.34
27.94,25.580000000000002,46.42
28.72,26.12,43.35999999999999
29.220000000000006,26.54,46.46000000000001
28.68,28.54,44.120000000000005
29.23999999999999,23.799999999999994,46.699999999999996
27.84,25.139999999999993,44.01999999999999
28.04,24.500000000000004,45.06
27.439999999999987,24.280000000000005,45.160000000000004
