0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4,3.0,9.3
0.0,0.2,1.9,8.600000000000001,17.9
0.0,0.6,4.2,20.7,42.5
0.0,0.0,3.0000000000000004,25.099999999999994,53.2
0.0,0.0,3.4,19.1,45.699999999999996
0.0,0.0,7.1000000000000005,35.7,79.89999999999999
0.0,0.6,10.3,38.49999999999999,76.7
0.0,0.1,10.8,40.8,77.7
0.0,0.5,16.1,52.1,104.9
0.0,0.4,10.1,44.800000000000004,102.69999999999999
0.0,0.3,16.1,61.7,123.5
0.0,0.2,16.1,67.8,137.9
0.0,0.1,14.4,60.300000000000004,136.1
0.0,2.3,27.3,81.3,162.10000000000002
0.0,0.4,19.499999999999996,76.89999999999999,164.1
0.0,0.0,17.299999999999997,79.19999999999999,168.70000000000002
0.0,2.3,28.500000000000004,95.99999999999999,190.3
0.0,3.1,31.4,105.5,206.39999999999998
0.0,1.8,22.0,88.39999999999999,185.4
0.0,1.1,22.8,92.4,200.1
