378.9077631899919,307.6756663900107,1858.9854040000191
400.3255989999802,332.83426599001024,1869.8693862400128
412.4534799899804,345.62556751000295,1870.4859879600167
417.75886110997993,364.39989271000184,1871.3199437500282
434.3132059099745,381.63633975000164,1856.3397477500198
446.6450039899707,397.7922675100022,1844.8974836400162
460.72306478997734,411.35485103999986,1859.7928073600165
471.35197195997,424.4644630399952,1863.1288614400287
470.0930238399744,435.7210039999943,1863.5895767600148
478.13348958997244,435.46920655999327,1845.6203997500193
480.32999195997695,437.92009355999386,1870.495076960023
485.82444735998007,443.0552006399937,1856.0643907100111
480.02354790997504,434.8885951899981,1842.0961523100157
476.52238623997187,434.2677169599939,1856.7442040000199
477.9636846399721,422.4246199900021,1859.8124380400145
467.0696879899774,415.280198839998,1857.7502630400218
462.65176255997,404.6334607900043,1862.7815397500192
449.01895983997684,385.317925760001,1846.7240360000167
441.22005915998363,369.0136543900068,1854.9827790000177
417.24368843998093,348.47797776000897,1861.2000895900128
403.0670423899887,323.3524129600087,1844.534801760016
